,phase,pid,total_trials,trial_id,bonus_regime,time_penalty,guess_penalty,number_of_guesses,time_limit_enforced,time_limit,true_word,guess,guess_number,guesses_remain,words_remaining_pre,words_remaining_post,time_elapsed_curr,time_elapsed_trial,total_bonus,current_time,start_time,uniqueid,prev_exp
1305,TEST,5743289,6,3,TIME,0.004,0.0,15,0,0,smile,while,2,13,5,4,23.824,31.429,0.9000000000000001,1650743526526,1650743495097,debug0PKHY:debugwodVI,10
1306,TEST,5743289,6,3,TIME,0.004,0.0,15,0,0,smile,smile,3,12,4,1,38.824,70.253,0.9000000000000001,1650743565350,1650743495097,debug0PKHY:debugwodVI,10
1307,TEST,5743289,6,4,TIME,0.004,0.0,15,0,0,sugar,alien,1,14,2315,184,6.227,6.227,1.1600000000000001,1650743576967,1650743570740,debug0PKHY:debugwodVI,10
1308,TEST,5743289,6,4,TIME,0.004,0.0,15,0,0,sugar,sharp,2,13,184,6,19.111,25.338,1.1600000000000001,1650743596078,1650743570740,debug0PKHY:debugwodVI,10
1309,TEST,5743289,6,4,TIME,0.004,0.0,15,0,0,sugar,start,3,12,6,3,19.608,44.946,1.1600000000000001,1650743615686,1650743570740,debug0PKHY:debugwodVI,10
1310,TEST,5743289,6,4,TIME,0.004,0.0,15,0,0,sugar,sonar,4,11,3,1,62.88,107.826,1.1600000000000001,1650743678566,1650743570740,debug0PKHY:debugwodVI,10
1311,TEST,5743289,6,4,TIME,0.004,0.0,15,0,0,sugar,sugar,5,10,1,1,24.048,131.874,1.1600000000000001,1650743702614,1650743570740,debug0PKHY:debugwodVI,10
1312,TEST,5743289,6,5,TIME,0.004,0.0,15,0,0,early,alien,1,14,2315,51,5.445,5.445,1.2600000000000002,1650743712446,1650743707001,debug0PKHY:debugwodVI,10
1313,TEST,5743289,6,5,TIME,0.004,0.0,15,0,0,early,learn,2,13,51,1,20.144,25.589,1.2600000000000002,1650743732590,1650743707001,debug0PKHY:debugwodVI,10
1314,TEST,5743289,6,5,TIME,0.004,0.0,15,0,0,early,rally,3,12,1,1,92.648,118.237,1.2600000000000002,1650743825238,1650743707001,debug0PKHY:debugwodVI,10
1315,TEST,5743289,6,5,TIME,0.004,0.0,15,0,0,early,early,4,11,1,1,28.888,147.125,1.2600000000000002,1650743854126,1650743707001,debug0PKHY:debugwodVI,10
1316,TEST,2851052,6,0,GUESS,0.0,0.05,15,0,0,tired,eager,1,14,2315,32,24.671,24.671,0.0,1650743397275,1650743372604,debugWw4Y4:debugkpGyQ,0
1317,TEST,2851052,6,0,GUESS,0.0,0.05,15,0,0,tired,climb,2,13,32,4,150.865,175.536,0.0,1650743548140,1650743372604,debugWw4Y4:debugkpGyQ,0
1318,TEST,2851052,6,0,GUESS,0.0,0.05,15,0,0,tired,dirty,3,12,4,0,38.999,214.535,0.0,1650743587139,1650743372604,debugWw4Y4:debugkpGyQ,0
1319,TEST,2851052,6,0,GUESS,0.0,0.05,15,0,0,tired,tired,4,11,0,0,21.529,236.064,0.0,1650743608668,1650743372604,debugWw4Y4:debugkpGyQ,0
1320,TEST,2851052,6,1,GUESS,0.0,0.05,15,0,0,early,equip,1,14,2315,45,17.323,17.323,0.3,1650743629680,1650743612357,debugWw4Y4:debugkpGyQ,0
1321,TEST,2851052,6,1,GUESS,0.0,0.05,15,0,0,early,exams,2,13,45,7,18.01,35.333,0.3,1650743647690,1650743612357,debugWw4Y4:debugkpGyQ,0
1322,TEST,2851052,6,1,GUESS,0.0,0.05,15,0,0,early,exalt,3,12,7,2,25.977,61.31,0.3,1650743673667,1650743612357,debugWw4Y4:debugkpGyQ,0
1323,TEST,2851052,6,1,GUESS,0.0,0.05,15,0,0,early,excel,4,11,2,2,32.667,93.977,0.3,1650743706334,1650743612357,debugWw4Y4:debugkpGyQ,0
1324,TEST,2851052,6,1,GUESS,0.0,0.05,15,0,0,early,equal,5,10,2,2,52.548,146.525,0.3,1650743758882,1650743612357,debugWw4Y4:debugkpGyQ,0
1325,TEST,2851052,6,1,GUESS,0.0,0.05,15,0,0,early,early,6,9,2,1,51.961,198.486,0.3,1650743810843,1650743612357,debugWw4Y4:debugkpGyQ,0
1326,TEST,2851052,6,2,GUESS,0.0,0.05,15,0,0,hairy,equip,1,14,2315,229,31.434,31.434,0.5,1650743846474,1650743815040,debugWw4Y4:debugkpGyQ,0
1327,TEST,2851052,6,2,GUESS,0.0,0.05,15,0,0,hairy,ovary,2,13,229,3,33.224,64.658,0.5,1650743879698,1650743815040,debugWw4Y4:debugkpGyQ,0
1328,TEST,2851052,6,2,GUESS,0.0,0.05,15,0,0,hairy,dairy,3,12,3,2,12.96,77.618,0.5,1650743892658,1650743815040,debugWw4Y4:debugkpGyQ,0
1329,TEST,2851052,6,2,GUESS,0.0,0.05,15,0,0,hairy,hairy,4,11,2,1,11.587,89.205,0.5,1650743904245,1650743815040,debugWw4Y4:debugkpGyQ,0
1330,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,eager,1,14,2315,190,11.045,11.045,0.8,1650743918425,1650743907380,debugWw4Y4:debugkpGyQ,0
1331,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,badge,2,13,190,153,11.877,22.922,0.8,1650743930302,1650743907380,debugWw4Y4:debugkpGyQ,0
1332,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,fault,3,12,153,2,7.95,30.872,0.8,1650743938252,1650743907380,debugWw4Y4:debugkpGyQ,0
1333,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,faint,4,11,2,2,10.751,41.623,0.8,1650743949003,1650743907380,debugWw4Y4:debugkpGyQ,0
1334,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,paint,5,10,2,2,25.608,67.231,0.8,1650743974611,1650743907380,debugWw4Y4:debugkpGyQ,0
1335,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,first,6,9,2,1,9.606,76.837,0.8,1650743984217,1650743907380,debugWw4Y4:debugkpGyQ,0
1336,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,coast,7,8,1,1,34.831,111.668,0.8,1650744019048,1650743907380,debugWw4Y4:debugkpGyQ,0
1337,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,feast,8,7,1,1,16.29,127.958,0.8,1650744035338,1650743907380,debugWw4Y4:debugkpGyQ,0
1338,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,beast,9,6,1,1,16.2,144.158,0.8,1650744051538,1650743907380,debugWw4Y4:debugkpGyQ,0
1339,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,draft,10,5,1,1,24.35,168.508,0.8,1650744075888,1650743907380,debugWw4Y4:debugkpGyQ,0
1340,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,craft,11,4,1,1,8.898,177.406,0.8,1650744084786,1650743907380,debugWw4Y4:debugkpGyQ,0
1341,TEST,2851052,6,3,GUESS,0.0,0.05,15,0,0,shaft,shaft,12,3,1,1,24.744,202.15,0.8,1650744109530,1650743907380,debugWw4Y4:debugkpGyQ,0
1342,TEST,2851052,6,4,GUESS,0.0,0.05,15,0,0,sugar,eager,1,14,2315,3,14.959,14.959,0.9,1650744127674,1650744112715,debugWw4Y4:debugkpGyQ,0
1343,TEST,2851052,6,4,GUESS,0.0,0.05,15,0,0,sugar,anger,2,13,3,2,35.735,50.694,0.9,1650744163409,1650744112715,debugWw4Y4:debugkpGyQ,0
1344,TEST,2851052,6,4,GUESS,0.0,0.05,15,0,0,sugar,sugar,3,12,2,1,164.661,215.355,0.9,1650744328070,1650744112715,debugWw4Y4:debugkpGyQ,0
1345,TEST,2851052,6,5,GUESS,0.0,0.05,15,0,0,glare,anger,1,14,2315,10,57.846,57.846,1.25,1650744389108,1650744331262,debugWw4Y4:debugkpGyQ,0
1346,TEST,2851052,6,5,GUESS,0.0,0.05,15,0,0,glare,eager,2,13,10,8,15.823,73.669,1.25,1650744404931,1650744331262,debugWw4Y4:debugkpGyQ,0
1347,TEST,2851052,6,5,GUESS,0.0,0.05,15,0,0,glare,regal,3,12,8,1,19.708,93.377,1.25,1650744424639,1650744331262,debugWw4Y4:debugkpGyQ,0
1348,TEST,2851052,6,5,GUESS,0.0,0.05,15,0,0,glare,large,4,11,1,1,27.143,120.52,1.25,1650744451782,1650744331262,debugWw4Y4:debugkpGyQ,0
1349,TEST,2851052,6,5,GUESS,0.0,0.05,15,0,0,glare,glare,5,10,1,1,12.068,132.588,1.25,1650744463850,1650744331262,debugWw4Y4:debugkpGyQ,0
1350,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,adieu,1,14,2315,9,5.023,5.023,0.0,1650743330795,1650743325772,debugkrKRF:debugKsBN3,1
1351,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,slide,2,13,9,6,12.857,17.88,0.0,1650743343652,1650743325772,debugkrKRF:debugKsBN3,1
1352,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,acids,3,12,6,6,61.304,79.184,0.0,1650743404956,1650743325772,debugkrKRF:debugKsBN3,1
1353,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,adios,4,11,6,5,9.851,89.035,0.0,1650743414807,1650743325772,debugkrKRF:debugKsBN3,1
1354,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,dairy,5,10,5,1,14.431,103.466,0.0,1650743429238,1650743325772,debugkrKRF:debugKsBN3,1
1355,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,caird,6,9,1,1,53.511,156.977,0.0,1650743482749,1650743325772,debugkrKRF:debugKsBN3,1
1356,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,cried,7,8,1,1,5.871,162.848,0.0,1650743488620,1650743325772,debugkrKRF:debugKsBN3,1
1357,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,fried,8,7,1,1,4.163,167.011,0.0,1650743492783,1650743325772,debugkrKRF:debugKsBN3,1
1358,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,bride,9,6,1,1,16.903,183.914,0.0,1650743509686,1650743325772,debugkrKRF:debugKsBN3,1
1359,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,riced,10,5,1,1,11.812,195.726,0.0,1650743521498,1650743325772,debugkrKRF:debugKsBN3,1
1360,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,rigid,11,4,1,1,6.286,202.012,0.0,1650743527784,1650743325772,debugkrKRF:debugKsBN3,1
1361,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,gride,12,3,1,1,11.385,213.397,0.0,1650743539169,1650743325772,debugkrKRF:debugKsBN3,1
1362,TEST,4401286,6,0,TIME,0.004,0.0,15,0,0,grind,grind,13,2,1,1,9.007,222.404,0.0,1650743548176,1650743325772,debugkrKRF:debugKsBN3,1
1363,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,adieu,1,14,2315,188,4.595,4.595,0.1,1650743557108,1650743552513,debugkrKRF:debugKsBN3,1
1364,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,amble,2,13,188,3,7.665,12.26,0.1,1650743564773,1650743552513,debugkrKRF:debugKsBN3,1
1365,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,aisle,3,12,3,3,25.762,38.022,0.1,1650743590535,1650743552513,debugkrKRF:debugKsBN3,1
1366,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,alive,4,11,3,3,4.522,42.544,0.1,1650743595057,1650743552513,debugkrKRF:debugKsBN3,1
1367,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,alecs,5,10,3,3,15.827,58.371,0.1,1650743610884,1650743552513,debugkrKRF:debugKsBN3,1
1368,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,clean,6,9,3,3,8.278,66.649,0.1,1650743619162,1650743552513,debugkrKRF:debugKsBN3,1
1369,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,email,7,8,3,1,5.294,71.943,0.1,1650743624456,1650743552513,debugkrKRF:debugKsBN3,1
1370,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,earls,8,7,1,1,5.079,77.022,0.1,1650743629535,1650743552513,debugkrKRF:debugKsBN3,1
1371,TEST,4401286,6,1,TIME,0.004,0.0,15,0,0,early,early,9,6,1,1,5.812,82.834,0.1,1650743635347,1650743552513,debugkrKRF:debugKsBN3,1
1372,TEST,4401286,6,2,TIME,0.004,0.0,15,0,0,deals,adieu,1,14,2315,35,3.942,3.942,0.28,1650743642522,1650743638580,debugkrKRF:debugKsBN3,1
1373,TEST,4401286,6,2,TIME,0.004,0.0,15,0,0,deals,blade,2,13,35,1,5.836,9.778,0.28,1650743648358,1650743638580,debugkrKRF:debugKsBN3,1
1374,TEST,4401286,6,2,TIME,0.004,0.0,15,0,0,deals,clade,3,12,1,1,9.089,18.867,0.28,1650743657447,1650743638580,debugkrKRF:debugKsBN3,1
1375,TEST,4401286,6,2,TIME,0.004,0.0,15,0,0,deals,deals,4,11,1,0,5.712,24.579,0.28,1650743663159,1650743638580,debugkrKRF:debugKsBN3,1
1376,TEST,4401286,6,3,TIME,0.004,0.0,15,0,0,adult,adieu,1,14,2315,1,3.458,3.458,0.7,1650743671032,1650743667574,debugkrKRF:debugKsBN3,1
1377,TEST,4401286,6,3,TIME,0.004,0.0,15,0,0,adult,addle,2,13,1,1,6.044,9.502,0.7,1650743677076,1650743667574,debugkrKRF:debugKsBN3,1
1378,TEST,4401286,6,3,TIME,0.004,0.0,15,0,0,adult,adult,3,12,1,1,22.722,32.224,0.7,1650743699798,1650743667574,debugkrKRF:debugKsBN3,1
1379,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,adieu,1,14,2315,52,3.651,3.651,1.08,1650743706765,1650743703114,debugkrKRF:debugKsBN3,1
1380,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,abide,2,13,52,39,17.258,20.909,1.08,1650743724023,1650743703114,debugkrKRF:debugKsBN3,1
1381,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,alive,3,12,39,3,14.005,34.914,1.08,1650743738028,1650743703114,debugkrKRF:debugKsBN3,1
1382,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,anime,4,11,3,1,6.658,41.572,1.08,1650743744686,1650743703114,debugkrKRF:debugKsBN3,1
1383,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,axile,5,10,1,1,4.581,46.153,1.08,1650743749267,1650743703114,debugkrKRF:debugKsBN3,1
1384,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,exile,6,9,1,1,6.753,52.906,1.08,1650743756020,1650743703114,debugkrKRF:debugKsBN3,1
1385,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,mails,7,8,1,1,42.38,95.286,1.08,1650743798400,1650743703114,debugkrKRF:debugKsBN3,1
1386,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,limes,8,7,1,1,13.423,108.709,1.08,1650743811823,1650743703114,debugkrKRF:debugKsBN3,1
1387,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,mille,9,6,1,1,11.562,120.271,1.08,1650743823385,1650743703114,debugkrKRF:debugKsBN3,1
1388,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,slime,10,5,1,1,23.221,143.492,1.08,1650743846606,1650743703114,debugkrKRF:debugKsBN3,1
1389,TEST,4401286,6,4,TIME,0.004,0.0,15,0,0,smile,smile,11,4,1,1,3.212,146.704,1.08,1650743849818,1650743703114,debugkrKRF:debugKsBN3,1
1390,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,adieu,1,14,2315,42,3.82,3.82,1.1800000000000002,1650743858303,1650743854483,debugkrKRF:debugKsBN3,1
1391,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,adult,2,13,42,1,4.449,8.269,1.1800000000000002,1650743862752,1650743854483,debugkrKRF:debugKsBN3,1
1392,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,melon,3,12,1,1,8.738,17.007,1.1800000000000002,1650743871490,1650743854483,debugkrKRF:debugKsBN3,1
1393,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,audit,4,11,1,1,22.901,39.908,1.1800000000000002,1650743894391,1650743854483,debugkrKRF:debugKsBN3,1
1394,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,hated,5,10,1,1,7.421,47.329,1.1800000000000002,1650743901812,1650743854483,debugkrKRF:debugKsBN3,1
1395,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,dealt,6,9,1,1,18.358,65.687,1.1800000000000002,1650743920170,1650743854483,debugkrKRF:debugKsBN3,1
1396,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,diact,7,8,1,1,11.324,77.011,1.1800000000000002,1650743931494,1650743854483,debugkrKRF:debugKsBN3,1
1397,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,derat,8,7,1,1,5.344,82.355,1.1800000000000002,1650743936838,1650743854483,debugkrKRF:debugKsBN3,1
1398,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,darts,9,6,1,1,10.463,92.818,1.1800000000000002,1650743947301,1650743854483,debugkrKRF:debugKsBN3,1
1399,TEST,4401286,6,5,TIME,0.004,0.0,15,0,0,draft,draft,10,5,1,1,6.951,99.769,1.1800000000000002,1650743954252,1650743854483,debugkrKRF:debugKsBN3,1
1400,TEST,6428797,6,0,TIME,0.004,0.0,15,0,0,sugar,share,1,14,2315,11,10.034,10.034,0.0,1650743358020,1650743347986,debugh7Bd5:debugWvs6d,1
1401,TEST,6428797,6,0,TIME,0.004,0.0,15,0,0,sugar,marks,2,13,11,3,18.629,28.663,0.0,1650743376649,1650743347986,debugh7Bd5:debugWvs6d,1
1402,TEST,6428797,6,0,TIME,0.004,0.0,15,0,0,sugar,spray,3,12,3,3,16.59,45.253,0.0,1650743393239,1650743347986,debugh7Bd5:debugWvs6d,1
1403,TEST,6428797,6,0,TIME,0.004,0.0,15,0,0,sugar,sonar,4,11,3,1,56.692,101.945,0.0,1650743449931,1650743347986,debugh7Bd5:debugWvs6d,1
1404,TEST,6428797,6,0,TIME,0.004,0.0,15,0,0,sugar,sitar,5,10,1,1,87.642,189.587,0.0,1650743537573,1650743347986,debugh7Bd5:debugWvs6d,1
1405,TEST,6428797,6,0,TIME,0.004,0.0,15,0,0,sugar,sugar,6,9,1,1,43.666,233.253,0.0,1650743581239,1650743347986,debugh7Bd5:debugWvs6d,1
1406,TEST,6428797,6,1,TIME,0.004,0.0,15,0,0,glare,share,1,14,2315,4,4.547,4.547,0.1,1650743589835,1650743585288,debugh7Bd5:debugWvs6d,1
1407,TEST,6428797,6,1,TIME,0.004,0.0,15,0,0,glare,glare,2,13,4,1,6.479,11.026,0.1,1650743596314,1650743585288,debugh7Bd5:debugWvs6d,1
1408,TEST,6428797,6,2,TIME,0.004,0.0,15,0,0,snore,share,1,14,2315,6,3.008,3.008,0.56,1650743603782,1650743600774,debugh7Bd5:debugWvs6d,1
1409,TEST,6428797,6,2,TIME,0.004,0.0,15,0,0,snore,store,2,13,6,4,25.329,28.337,0.56,1650743629111,1650743600774,debugh7Bd5:debugWvs6d,1
1410,TEST,6428797,6,2,TIME,0.004,0.0,15,0,0,snore,score,3,12,4,3,4.802,33.139,0.56,1650743633913,1650743600774,debugh7Bd5:debugWvs6d,1
1411,TEST,6428797,6,2,TIME,0.004,0.0,15,0,0,snore,spore,4,11,3,2,5.654,38.793,0.56,1650743639567,1650743600774,debugh7Bd5:debugWvs6d,1
1412,TEST,6428797,6,2,TIME,0.004,0.0,15,0,0,snore,snore,5,10,2,1,5.51,44.303,0.56,1650743645077,1650743600774,debugh7Bd5:debugWvs6d,1
1413,TEST,6428797,6,3,TIME,0.004,0.0,15,0,0,deals,share,1,14,2315,4,3.411,3.411,0.9000000000000001,1650743660589,1650743657178,debugh7Bd5:debugWvs6d,1
1414,TEST,6428797,6,3,TIME,0.004,0.0,15,0,0,deals,tulip,2,13,4,0,21.21,24.621,0.9000000000000001,1650743681799,1650743657178,debugh7Bd5:debugWvs6d,1
1415,TEST,6428797,6,3,TIME,0.004,0.0,15,0,0,deals,easel,3,12,0,0,7.941,32.562,0.9000000000000001,1650743689740,1650743657178,debugh7Bd5:debugWvs6d,1
1416,TEST,6428797,6,3,TIME,0.004,0.0,15,0,0,deals,loses,4,11,0,0,16.481,49.043,0.9000000000000001,1650743706221,1650743657178,debugh7Bd5:debugWvs6d,1
1417,TEST,6428797,6,3,TIME,0.004,0.0,15,0,0,deals,eases,5,10,0,0,16.447,65.49,0.9000000000000001,1650743722668,1650743657178,debugh7Bd5:debugWvs6d,1
1418,TEST,6428797,6,3,TIME,0.004,0.0,15,0,0,deals,fleas,6,9,0,0,23.177,88.667,0.9000000000000001,1650743745845,1650743657178,debugh7Bd5:debugWvs6d,1
1419,TEST,6428797,6,3,TIME,0.004,0.0,15,0,0,deals,deals,7,8,0,0,18.865,107.532,0.9000000000000001,1650743764710,1650743657178,debugh7Bd5:debugWvs6d,1
1420,TEST,6428797,6,4,TIME,0.004,0.0,15,0,0,hairy,share,1,14,2315,2,2.926,2.926,1.0000000000000002,1650743771201,1650743768275,debugh7Bd5:debugWvs6d,1
1421,TEST,6428797,6,4,TIME,0.004,0.0,15,0,0,hairy,adore,2,13,2,2,36.104,39.03,1.0000000000000002,1650743807305,1650743768275,debugh7Bd5:debugWvs6d,1
1422,TEST,6428797,6,4,TIME,0.004,0.0,15,0,0,hairy,liars,3,12,2,1,40.611,79.641,1.0000000000000002,1650743847916,1650743768275,debugh7Bd5:debugWvs6d,1
1423,TEST,6428797,6,4,TIME,0.004,0.0,15,0,0,hairy,hairy,4,11,1,1,11.819,91.46,1.0000000000000002,1650743859735,1650743768275,debugh7Bd5:debugWvs6d,1
1424,TEST,6428797,6,5,TIME,0.004,0.0,15,0,0,tired,share,1,14,2315,140,2.834,2.834,1.1400000000000001,1650743867123,1650743864289,debugh7Bd5:debugWvs6d,1
1425,TEST,6428797,6,5,TIME,0.004,0.0,15,0,0,tired,eerie,2,13,140,0,7.561,10.395,1.1400000000000001,1650743874684,1650743864289,debugh7Bd5:debugWvs6d,1
1426,TEST,6428797,6,5,TIME,0.004,0.0,15,0,0,tired,tired,3,12,0,0,16.627,27.022,1.1400000000000001,1650743891311,1650743864289,debugh7Bd5:debugWvs6d,1
1427,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,break,1,14,2315,177,9.028,9.028,0.0,1650743387771,1650743378743,debuggInEL:debugFM4KB,1
1428,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,reach,2,13,177,71,7.329,16.357,0.0,1650743395100,1650743378743,debuggInEL:debugFM4KB,1
1429,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,baker,3,12,71,15,6.296,22.653,0.0,1650743401396,1650743378743,debuggInEL:debugFM4KB,1
1430,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,earth,4,11,15,4,45.979,68.632,0.0,1650743447375,1650743378743,debuggInEL:debugFM4KB,1
1431,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,tribe,5,10,4,3,7.621,76.253,0.0,1650743454996,1650743378743,debuggInEL:debugFM4KB,1
1432,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,barre,6,9,3,3,14.432,90.685,0.0,1650743469428,1650743378743,debuggInEL:debugFM4KB,1
1433,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,stare,7,8,3,3,50.653,141.338,0.0,1650743520081,1650743378743,debuggInEL:debugFM4KB,1
1434,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,shire,8,7,3,3,5.953,147.291,0.0,1650743526034,1650743378743,debuggInEL:debugFM4KB,1
1435,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,snare,9,6,3,1,8.95,156.241,0.0,1650743534984,1650743378743,debuggInEL:debugFM4KB,1
1436,TEST,9217579,6,0,TIME,0.004,0.0,15,0,0,snore,snore,10,5,1,1,5.878,162.119,0.0,1650743540862,1650743378743,debuggInEL:debugFM4KB,1
1437,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,reach,1,14,2315,190,5.898,5.898,0.1,1650743553930,1650743548032,debuggInEL:debugFM4KB,1
1438,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,baker,2,13,190,75,4.622,10.52,0.1,1650743558552,1650743548032,debuggInEL:debugFM4KB,1
1439,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,apple,3,12,75,2,4.333,14.853,0.1,1650743562885,1650743548032,debuggInEL:debugFM4KB,1
1440,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,ample,4,11,2,2,4.321,19.174,0.1,1650743567206,1650743548032,debuggInEL:debugFM4KB,1
1441,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,axils,5,10,2,2,47.594,66.768,0.1,1650743614800,1650743548032,debuggInEL:debugFM4KB,1
1442,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,abled,6,9,2,1,50.865,117.633,0.1,1650743665665,1650743548032,debuggInEL:debugFM4KB,1
1443,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,addle,7,8,1,1,21.0,138.633,0.1,1650743686665,1650743548032,debuggInEL:debugFM4KB,1
1444,TEST,9217579,6,1,TIME,0.004,0.0,15,0,0,adult,adult,8,7,1,1,87.612,226.245,0.1,1650743774277,1650743548032,debuggInEL:debugFM4KB,1
1445,TEST,9217579,6,2,TIME,0.004,0.0,15,0,0,draft,reach,1,14,2315,50,5.9,5.9,0.2,1650743787773,1650743781873,debuggInEL:debugFM4KB,1
1446,TEST,9217579,6,2,TIME,0.004,0.0,15,0,0,draft,brake,2,13,50,21,8.727,14.627,0.2,1650743796500,1650743781873,debuggInEL:debugFM4KB,1
1447,TEST,9217579,6,2,TIME,0.004,0.0,15,0,0,draft,crate,3,12,21,8,4.356,18.983,0.2,1650743800856,1650743781873,debuggInEL:debugFM4KB,1
1448,TEST,9217579,6,2,TIME,0.004,0.0,15,0,0,draft,tract,4,11,8,3,5.292,24.275,0.2,1650743806148,1650743781873,debuggInEL:debugFM4KB,1
1449,TEST,9217579,6,2,TIME,0.004,0.0,15,0,0,draft,fract,5,10,3,2,48.511,72.786,0.2,1650743854659,1650743781873,debuggInEL:debugFM4KB,1
1450,TEST,9217579,6,2,TIME,0.004,0.0,15,0,0,draft,craft,6,9,2,2,4.142,76.928,0.2,1650743858801,1650743781873,debuggInEL:debugFM4KB,1
1451,TEST,9217579,6,2,TIME,0.004,0.0,15,0,0,draft,draft,7,8,2,1,8.775,85.703,0.2,1650743867576,1650743781873,debuggInEL:debugFM4KB,1
1452,TEST,9217579,6,3,TIME,0.004,0.0,15,0,0,shaft,beach,1,14,2315,14,4.773,4.773,0.38,1650743878829,1650743874056,debuggInEL:debugFM4KB,1
1453,TEST,9217579,6,3,TIME,0.004,0.0,15,0,0,shaft,heart,2,13,14,2,4.931,9.704,0.38,1650743883760,1650743874056,debuggInEL:debugFM4KB,1
1454,TEST,9217579,6,3,TIME,0.004,0.0,15,0,0,shaft,chart,3,12,2,2,12.299,22.003,0.38,1650743896059,1650743874056,debuggInEL:debugFM4KB,1
1455,TEST,9217579,6,3,TIME,0.004,0.0,15,0,0,shaft,shaft,4,11,2,1,13.834,35.837,0.38,1650743909893,1650743874056,debuggInEL:debugFM4KB,1
1456,TEST,9217579,6,4,TIME,0.004,0.0,15,0,0,early,beach,1,14,2315,137,3.317,3.317,0.76,1650743918661,1650743915344,debuggInEL:debugFM4KB,1
