,phase,pid,total_trials,trial_id,bonus_regime,time_penalty,guess_penalty,number_of_guesses,time_limit_enforced,time_limit,true_word,guess,guess_number,guesses_remain,words_remaining_pre,words_remaining_post,time_elapsed_curr,time_elapsed_trial,total_bonus,current_time,start_time,uniqueid,prev_exp
578,TEST,1082193,6,3,GUESS,0.0,0.05,15,0,0,acorn,adorn,5,10,1,1,51.553,163.34,0.75,1650659695372,1650659532032,debugVQa6O:debug7te0V,10
579,TEST,1082193,6,3,GUESS,0.0,0.05,15,0,0,acorn,acorn,6,9,1,1,7.606,170.946,0.75,1650659702978,1650659532032,debugVQa6O:debug7te0V,10
580,TEST,1082193,6,4,GUESS,0.0,0.05,15,0,0,grind,stand,1,14,2315,13,2.961,2.961,0.95,1650659710421,1650659707460,debugVQa6O:debug7te0V,10
581,TEST,1082193,6,4,GUESS,0.0,0.05,15,0,0,grind,trend,2,13,13,2,44.463,47.424,0.95,1650659754884,1650659707460,debugVQa6O:debug7te0V,10
582,TEST,1082193,6,4,GUESS,0.0,0.05,15,0,0,grind,grind,3,12,2,1,5.639,53.063,0.95,1650659760523,1650659707460,debugVQa6O:debug7te0V,10
583,TEST,1082193,6,5,GUESS,0.0,0.05,15,0,0,sugar,stand,1,14,2315,27,3.386,3.386,1.2999999999999998,1650659767377,1650659763991,debugVQa6O:debug7te0V,10
584,TEST,1082193,6,5,GUESS,0.0,0.05,15,0,0,sugar,sages,2,13,27,2,86.898,90.284,1.2999999999999998,1650659854275,1650659763991,debugVQa6O:debug7te0V,10
585,TEST,1082193,6,5,GUESS,0.0,0.05,15,0,0,sugar,sigma,3,12,2,1,19.472,109.756,1.2999999999999998,1650659873747,1650659763991,debugVQa6O:debug7te0V,10
586,TEST,1082193,6,5,GUESS,0.0,0.05,15,0,0,sugar,sugar,4,11,1,1,16.486,126.242,1.2999999999999998,1650659890233,1650659763991,debugVQa6O:debug7te0V,10
587,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,raise,1,14,2315,12,4.111,4.111,0.0,1650659334698,1650659330587,debug05QEW:debugKYVRn,10
588,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,thump,2,13,12,4,2.407,6.518,0.0,1650659337105,1650659330587,debug05QEW:debugKYVRn,10
589,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,flock,3,12,4,0,2.404,8.922,0.0,1650659339509,1650659330587,debug05QEW:debugKYVRn,10
590,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,sales,4,11,0,0,5.209,14.131,0.0,1650659344718,1650659330587,debug05QEW:debugKYVRn,10
591,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,pleas,5,10,0,0,9.84,23.971,0.0,1650659354558,1650659330587,debug05QEW:debugKYVRn,10
592,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,nails,6,9,0,0,7.173,31.144,0.0,1650659361731,1650659330587,debug05QEW:debugKYVRn,10
593,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,alarm,7,8,0,0,18.142,49.286,0.0,1650659379873,1650659330587,debug05QEW:debugKYVRn,10
594,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,seals,8,7,0,0,7.299,56.585,0.0,1650659387172,1650659330587,debug05QEW:debugKYVRn,10
595,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,meals,9,6,0,0,2.079,58.664,0.0,1650659389251,1650659330587,debug05QEW:debugKYVRn,10
596,TEST,1023655,6,0,TIME,0.004,0.0,15,0,0,deals,deals,10,5,0,0,4.127,62.791,0.0,1650659393378,1650659330587,debug05QEW:debugKYVRn,10
597,TEST,1023655,6,1,TIME,0.004,0.0,15,0,0,shaft,raise,1,14,2315,43,2.243,2.243,0.26,1650659444545,1650659442302,debug05QEW:debugKYVRn,10
598,TEST,1023655,6,1,TIME,0.004,0.0,15,0,0,shaft,thump,2,13,43,2,2.915,5.158,0.26,1650659447460,1650659442302,debug05QEW:debugKYVRn,10
599,TEST,1023655,6,1,TIME,0.004,0.0,15,0,0,shaft,flock,3,12,2,1,2.677,7.835,0.26,1650659450137,1650659442302,debug05QEW:debugKYVRn,10
600,TEST,1023655,6,1,TIME,0.004,0.0,15,0,0,shaft,shaft,4,11,1,1,8.177,16.012,0.26,1650659458314,1650659442302,debug05QEW:debugKYVRn,10
601,TEST,1023655,6,2,TIME,0.004,0.0,15,0,0,hairy,raise,1,14,2315,4,1.936,1.936,0.72,1650659472564,1650659470628,debug05QEW:debugKYVRn,10
602,TEST,1023655,6,2,TIME,0.004,0.0,15,0,0,hairy,thump,2,13,4,1,1.71,3.646,0.72,1650659474274,1650659470628,debug05QEW:debugKYVRn,10
603,TEST,1023655,6,2,TIME,0.004,0.0,15,0,0,hairy,flock,3,12,1,1,2.652,6.298,0.72,1650659476926,1650659470628,debug05QEW:debugKYVRn,10
604,TEST,1023655,6,2,TIME,0.004,0.0,15,0,0,hairy,windy,4,11,1,1,2.459,8.757,0.72,1650659479385,1650659470628,debug05QEW:debugKYVRn,10
605,TEST,1023655,6,2,TIME,0.004,0.0,15,0,0,hairy,hairy,5,10,1,1,4.772,13.529,0.72,1650659484157,1650659470628,debug05QEW:debugKYVRn,10
606,TEST,1023655,6,3,TIME,0.004,0.0,15,0,0,draft,raise,1,14,2315,78,1.649,1.649,1.18,1650659493247,1650659491598,debug05QEW:debugKYVRn,10
607,TEST,1023655,6,3,TIME,0.004,0.0,15,0,0,draft,thump,2,13,78,8,3.739,5.388,1.18,1650659496986,1650659491598,debug05QEW:debugKYVRn,10
608,TEST,1023655,6,3,TIME,0.004,0.0,15,0,0,draft,flock,3,12,8,2,2.139,7.527,1.18,1650659499125,1650659491598,debug05QEW:debugKYVRn,10
609,TEST,1023655,6,3,TIME,0.004,0.0,15,0,0,draft,windy,4,11,2,1,2.377,9.904,1.18,1650659501502,1650659491598,debug05QEW:debugKYVRn,10
610,TEST,1023655,6,3,TIME,0.004,0.0,15,0,0,draft,draft,5,10,1,1,3.433,13.337,1.18,1650659504935,1650659491598,debug05QEW:debugKYVRn,10
611,TEST,1023655,6,4,TIME,0.004,0.0,15,0,0,adapt,raise,1,14,2315,92,1.52,1.52,1.64,1650659513621,1650659512101,debug05QEW:debugKYVRn,10
612,TEST,1023655,6,4,TIME,0.004,0.0,15,0,0,adapt,thump,2,13,92,4,3.232,4.752,1.64,1650659516853,1650659512101,debug05QEW:debugKYVRn,10
613,TEST,1023655,6,4,TIME,0.004,0.0,15,0,0,adapt,flock,3,12,4,1,2.096,6.848,1.64,1650659518949,1650659512101,debug05QEW:debugKYVRn,10
614,TEST,1023655,6,4,TIME,0.004,0.0,15,0,0,adapt,windy,4,11,1,1,2.123,8.971,1.64,1650659521072,1650659512101,debug05QEW:debugKYVRn,10
615,TEST,1023655,6,4,TIME,0.004,0.0,15,0,0,adapt,plaid,5,10,1,1,7.456,16.427,1.64,1650659528528,1650659512101,debug05QEW:debugKYVRn,10
616,TEST,1023655,6,4,TIME,0.004,0.0,15,0,0,adapt,adapt,6,9,1,1,6.847,23.274,1.64,1650659535375,1650659512101,debug05QEW:debugKYVRn,10
617,TEST,1023655,6,5,TIME,0.004,0.0,15,0,0,snore,raise,1,14,2315,10,1.828,1.828,2.06,1650659544438,1650659542610,debug05QEW:debugKYVRn,10
618,TEST,1023655,6,5,TIME,0.004,0.0,15,0,0,snore,thump,2,13,10,5,2.339,4.167,2.06,1650659546777,1650659542610,debug05QEW:debugKYVRn,10
619,TEST,1023655,6,5,TIME,0.004,0.0,15,0,0,snore,flock,3,12,5,2,1.957,6.124,2.06,1650659548734,1650659542610,debug05QEW:debugKYVRn,10
620,TEST,1023655,6,5,TIME,0.004,0.0,15,0,0,snore,windy,4,11,2,1,2.619,8.743,2.06,1650659551353,1650659542610,debug05QEW:debugKYVRn,10
621,TEST,1023655,6,5,TIME,0.004,0.0,15,0,0,snore,snore,5,10,1,1,7.837,16.58,2.06,1650659559190,1650659542610,debug05QEW:debugKYVRn,10
622,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,black,1,14,2315,119,70.485,70.485,0.0,1650660988429,1650660917944,debugfvXaL:debugqHLAf,0
623,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,plate,2,13,119,20,8.898,79.383,0.0,1650660997327,1650660917944,debugfvXaL:debugqHLAf,0
624,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,heigh,3,12,20,6,13.009,92.392,0.0,1650661010336,1650660917944,debugfvXaL:debugqHLAf,0
625,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,tough,4,11,6,5,5.522,97.914,0.0,1650661015858,1650660917944,debugfvXaL:debugqHLAf,0
626,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,rough,5,10,5,2,5.565,103.479,0.0,1650661021423,1650660917944,debugfvXaL:debugqHLAf,0
627,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,ratel,6,9,2,1,9.925,113.404,0.0,1650661031348,1650660917944,debugfvXaL:debugqHLAf,0
628,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,later,7,8,1,1,8.154,121.558,0.0,1650661039502,1650660917944,debugfvXaL:debugqHLAf,0
629,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,erupt,8,7,1,1,23.351,144.909,0.0,1650661062853,1650660917944,debugfvXaL:debugqHLAf,0
630,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,fault,9,6,1,1,23.83,168.739,0.0,1650661086683,1650660917944,debugfvXaL:debugqHLAf,0
631,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,dream,10,5,1,1,24.445,193.184,0.0,1650661111128,1650660917944,debugfvXaL:debugqHLAf,0
632,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,leans,11,4,1,1,35.933,229.117,0.0,1650661147061,1650660917944,debugfvXaL:debugqHLAf,0
633,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,decor,12,3,1,1,16.093,245.21,0.0,1650661163154,1650660917944,debugfvXaL:debugqHLAf,0
634,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,decoy,13,2,1,1,4.272,249.482,0.0,1650661167426,1650660917944,debugfvXaL:debugqHLAf,0
635,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,enrol,14,1,1,1,18.846,268.328,0.0,1650661186272,1650660917944,debugfvXaL:debugqHLAf,0
636,TEST,6949178,6,0,TIME,0.004,0.0,15,0,0,early,learn,15,0,1,1,53.45,321.778,0.0,1650661239722,1650660917944,debugfvXaL:debugqHLAf,0
637,TEST,6949178,6,1,TIME,0.004,0.0,15,0,0,tired,learn,1,14,2315,158,7.682,7.682,0.0,1650661258082,1650661250400,debugfvXaL:debugqHLAf,0
638,TEST,6949178,6,1,TIME,0.004,0.0,15,0,0,tired,turnt,2,13,158,2,8.11,15.792,0.0,1650661266192,1650661250400,debugfvXaL:debugqHLAf,0
639,TEST,6949178,6,1,TIME,0.004,0.0,15,0,0,tired,treat,3,12,2,2,5.173,20.965,0.0,1650661271365,1650661250400,debugfvXaL:debugqHLAf,0
640,TEST,6949178,6,1,TIME,0.004,0.0,15,0,0,tired,turns,4,11,2,2,142.741,163.706,0.0,1650661414106,1650661250400,debugfvXaL:debugqHLAf,0
641,TEST,6949178,6,1,TIME,0.004,0.0,15,0,0,tired,tires,5,10,2,0,14.377,178.083,0.0,1650661428483,1650661250400,debugfvXaL:debugqHLAf,0
642,TEST,6949178,6,1,TIME,0.004,0.0,15,0,0,tired,tired,6,9,0,0,8.536,186.619,0.0,1650661437019,1650661250400,debugfvXaL:debugqHLAf,0
643,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,learn,1,14,2315,88,6.478,6.478,0.1,1650661450222,1650661443744,debugfvXaL:debugqHLAf,0
644,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,pours,2,13,88,15,6.291,12.769,0.1,1650661456513,1650661443744,debugfvXaL:debugqHLAf,0
645,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,roads,3,12,15,14,5.474,18.243,0.1,1650661461987,1650661443744,debugfvXaL:debugqHLAf,0
646,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,slows,4,11,14,7,10.032,28.275,0.1,1650661472019,1650661443744,debugfvXaL:debugqHLAf,0
647,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,slows,5,10,7,7,16.724,44.999,0.1,1650661488743,1650661443744,debugfvXaL:debugqHLAf,0
648,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,strip,6,9,7,1,20.761,65.76,0.1,1650661509504,1650661443744,debugfvXaL:debugqHLAf,0
649,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,slits,7,8,1,1,4.744,70.504,0.1,1650661514248,1650661443744,debugfvXaL:debugqHLAf,0
650,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,spits,8,7,1,1,14.62,85.124,0.1,1650661528868,1650661443744,debugfvXaL:debugqHLAf,0
651,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,stiff,9,6,1,1,17.596,102.72,0.1,1650661546464,1650661443744,debugfvXaL:debugqHLAf,0
652,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,still,10,5,1,1,8.157,110.877,0.1,1650661554621,1650661443744,debugfvXaL:debugqHLAf,0
653,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,spill,11,4,1,1,41.302,152.179,0.1,1650661595923,1650661443744,debugfvXaL:debugqHLAf,0
654,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,shill,12,3,1,1,40.781,192.96,0.1,1650661636704,1650661443744,debugfvXaL:debugqHLAf,0
655,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,seils,13,2,1,1,41.866,234.826,0.1,1650661678570,1650661443744,debugfvXaL:debugqHLAf,0
656,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,skill,14,1,1,1,19.093,253.919,0.1,1650661697663,1650661443744,debugfvXaL:debugqHLAf,0
657,TEST,6949178,6,2,TIME,0.004,0.0,15,0,0,smile,short,15,0,1,1,7.564,261.483,0.1,1650661705227,1650661443744,debugfvXaL:debugqHLAf,0
658,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,smile,1,14,2315,61,8.49,8.49,0.1,1650661763951,1650661755461,debugfvXaL:debugqHLAf,0
659,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,spits,2,13,61,36,7.824,16.314,0.1,1650661771775,1650661755461,debugfvXaL:debugqHLAf,0
660,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,flirt,3,12,36,4,114.767,131.081,0.1,1650661886542,1650661755461,debugfvXaL:debugqHLAf,0
661,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,flour,4,11,4,3,76.915,207.996,0.1,1650661963457,1650661755461,debugfvXaL:debugqHLAf,0
662,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,bloat,5,10,3,3,11.598,219.594,0.1,1650661975055,1650661755461,debugfvXaL:debugqHLAf,0
663,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,learn,6,9,3,2,18.24,237.834,0.1,1650661993295,1650661755461,debugfvXaL:debugqHLAf,0
664,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,wests,7,8,2,2,11.967,249.801,0.1,1650662005262,1650661755461,debugfvXaL:debugqHLAf,0
665,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,treat,8,7,2,2,5.372,255.173,0.1,1650662010634,1650661755461,debugfvXaL:debugqHLAf,0
666,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,trout,9,6,2,2,13.918,269.091,0.1,1650662024552,1650661755461,debugfvXaL:debugqHLAf,0
667,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,roads,10,5,2,1,6.646,275.737,0.1,1650662031198,1650661755461,debugfvXaL:debugqHLAf,0
668,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,offer,11,4,1,1,36.598,312.335,0.1,1650662067796,1650661755461,debugfvXaL:debugqHLAf,0
669,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,truth,12,3,1,1,6.845,319.18,0.1,1650662074641,1650661755461,debugfvXaL:debugqHLAf,0
670,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,heirs,13,2,1,1,12.404,331.584,0.1,1650662087045,1650661755461,debugfvXaL:debugqHLAf,0
671,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,hairs,14,1,1,1,17.529,349.113,0.1,1650662104574,1650661755461,debugfvXaL:debugqHLAf,0
672,TEST,6949178,6,3,TIME,0.004,0.0,15,0,0,hairy,hairs,15,0,1,1,78.231,427.344,0.1,1650662182805,1650661755461,debugfvXaL:debugqHLAf,0
673,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,lefts,1,14,2315,366,7.947,7.947,0.1,1650662198013,1650662190066,debugfvXaL:debugqHLAf,0
674,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,truth,2,13,366,56,5.903,13.85,0.1,1650662203916,1650662190066,debugfvXaL:debugqHLAf,0
675,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,smile,3,12,56,27,9.425,23.275,0.1,1650662213341,1650662190066,debugfvXaL:debugqHLAf,0
676,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,flour,4,11,27,3,5.699,28.974,0.1,1650662219040,1650662190066,debugfvXaL:debugqHLAf,0
677,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,proof,5,10,3,3,10.046,39.02,0.1,1650662229086,1650662190066,debugfvXaL:debugqHLAf,0
678,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,float,6,9,3,3,18.077,57.097,0.1,1650662247163,1650662190066,debugfvXaL:debugqHLAf,0
679,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,trout,7,8,3,3,5.461,62.558,0.1,1650662252624,1650662190066,debugfvXaL:debugqHLAf,0
680,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,glass,8,7,3,2,8.074,70.632,0.1,1650662260698,1650662190066,debugfvXaL:debugqHLAf,0
681,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,grows,9,6,2,2,11.769,82.401,0.1,1650662272467,1650662190066,debugfvXaL:debugqHLAf,0
682,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,flows,10,5,2,2,9.264,91.665,0.1,1650662281731,1650662190066,debugfvXaL:debugqHLAf,0
683,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,floss,11,4,2,2,6.325,97.99,0.1,1650662288056,1650662190066,debugfvXaL:debugqHLAf,0
684,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,block,12,3,2,1,20.701,118.691,0.1,1650662308757,1650662190066,debugfvXaL:debugqHLAf,0
685,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,brick,13,2,1,1,6.883,125.574,0.1,1650662315640,1650662190066,debugfvXaL:debugqHLAf,0
686,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,roads,14,1,1,1,14.86,140.434,0.1,1650662330500,1650662190066,debugfvXaL:debugqHLAf,0
687,TEST,6949178,6,4,TIME,0.004,0.0,15,0,0,acorn,aorta,15,0,1,1,9.286,149.72,0.1,1650662339786,1650662190066,debugfvXaL:debugqHLAf,0
688,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,flour,1,14,2315,284,4.17,4.17,0.1,1650662358110,1650662353940,debugfvXaL:debugqHLAf,0
689,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,roads,2,13,284,17,3.111,7.281,0.1,1650662361221,1650662353940,debugfvXaL:debugqHLAf,0
690,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,dream,3,12,17,1,3.673,10.954,0.1,1650662364894,1650662353940,debugfvXaL:debugqHLAf,0
691,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,grows,4,11,1,1,9.966,20.92,0.1,1650662374860,1650662353940,debugfvXaL:debugqHLAf,0
692,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,green,5,10,1,1,3.942,24.862,0.1,1650662378802,1650662353940,debugfvXaL:debugqHLAf,0
693,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,greed,6,9,1,1,23.01,47.872,0.1,1650662401812,1650662353940,debugfvXaL:debugqHLAf,0
694,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,grass,7,8,1,1,109.558,157.43,0.1,1650662511370,1650662353940,debugfvXaL:debugqHLAf,0
695,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,gross,8,7,1,1,5.034,162.464,0.1,1650662516404,1650662353940,debugfvXaL:debugqHLAf,0
696,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,grape,9,6,1,1,8.103,170.567,0.1,1650662524507,1650662353940,debugfvXaL:debugqHLAf,0
697,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,grade,10,5,1,1,7.274,177.841,0.1,1650662531781,1650662353940,debugfvXaL:debugqHLAf,0
698,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,grins,11,4,1,1,12.274,190.115,0.1,1650662544055,1650662353940,debugfvXaL:debugqHLAf,0
699,TEST,6949178,6,5,TIME,0.004,0.0,15,0,0,grind,grind,12,3,1,1,5.964,196.079,0.1,1650662550019,1650662353940,debugfvXaL:debugqHLAf,0
700,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,decor,1,14,2315,253,4.763,4.763,0.0,1650659525498,1650659520735,debug5RyzX:debugj7ObN,1
701,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,never,2,13,253,141,13.337,18.1,0.0,1650659538835,1650659520735,debug5RyzX:debugj7ObN,1
702,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,audio,3,12,141,19,24.926,43.026,0.0,1650659563761,1650659520735,debug5RyzX:debugj7ObN,1
703,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,about,4,11,19,7,11.721,54.747,0.0,1650659575482,1650659520735,debug5RyzX:debugj7ObN,1
704,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,slice,5,10,7,1,7.409,62.156,0.0,1650659582891,1650659520735,debug5RyzX:debugj7ObN,1
705,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,stile,6,9,1,1,94.147,156.303,0.0,1650659677038,1650659520735,debug5RyzX:debugj7ObN,1
706,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,spile,7,8,1,1,5.824,162.127,0.0,1650659682862,1650659520735,debug5RyzX:debugj7ObN,1
707,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,swile,8,7,1,1,17.225,179.352,0.0,1650659700087,1650659520735,debug5RyzX:debugj7ObN,1
708,TEST,4652845,6,0,TIME,0.004,0.0,15,0,0,smile,smile,9,6,1,1,14.166,193.518,0.0,1650659714253,1650659520735,debug5RyzX:debugj7ObN,1
709,TEST,4652845,6,1,TIME,0.004,0.0,15,0,0,adapt,slice,1,14,2315,292,4.575,4.575,0.1,1650659724395,1650659719820,debug5RyzX:debugj7ObN,1
710,TEST,4652845,6,1,TIME,0.004,0.0,15,0,0,adapt,audio,2,13,292,2,9.179,13.754,0.1,1650659733574,1650659719820,debug5RyzX:debugj7ObN,1
711,TEST,4652845,6,1,TIME,0.004,0.0,15,0,0,adapt,trace,3,12,2,1,12.045,25.799,0.1,1650659745619,1650659719820,debug5RyzX:debugj7ObN,1
712,TEST,4652845,6,1,TIME,0.004,0.0,15,0,0,adapt,about,4,11,1,1,7.738,33.537,0.1,1650659753357,1650659719820,debug5RyzX:debugj7ObN,1
713,TEST,4652845,6,1,TIME,0.004,0.0,15,0,0,adapt,adapt,5,10,1,1,57.316,90.853,0.1,1650659810673,1650659719820,debug5RyzX:debugj7ObN,1
714,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,slice,1,14,2315,97,3.006,3.006,0.24000000000000002,1650659819024,1650659816018,debug5RyzX:debugj7ObN,1
715,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,canoe,2,13,97,26,2.814,5.82,0.24000000000000002,1650659821838,1650659816018,debug5RyzX:debugj7ObN,1
716,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,about,3,12,26,2,2.799,8.619,0.24000000000000002,1650659824637,1650659816018,debug5RyzX:debugj7ObN,1
717,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,spaul,4,11,2,2,29.308,37.927,0.24000000000000002,1650659853945,1650659816018,debug5RyzX:debugj7ObN,1
718,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,shaul,5,10,2,2,5.032,42.959,0.24000000000000002,1650659858977,1650659816018,debug5RyzX:debugj7ObN,1
719,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,saucy,6,9,2,1,9.852,52.811,0.24000000000000002,1650659868829,1650659816018,debug5RyzX:debugj7ObN,1
720,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,staun,7,8,1,1,14.154,66.965,0.24000000000000002,1650659882983,1650659816018,debug5RyzX:debugj7ObN,1
721,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,sauba,8,7,1,1,15.006,81.971,0.24000000000000002,1650659897989,1650659816018,debug5RyzX:debugj7ObN,1
722,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,sault,9,6,1,1,18.149,100.12,0.24000000000000002,1650659916138,1650659816018,debug5RyzX:debugj7ObN,1
723,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,saunt,10,5,1,1,5.002,105.122,0.24000000000000002,1650659921140,1650659816018,debug5RyzX:debugj7ObN,1
724,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,saute,11,4,1,1,4.768,109.89,0.24000000000000002,1650659925908,1650659816018,debug5RyzX:debugj7ObN,1
725,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,scaud,12,3,1,1,4.58,114.47,0.24000000000000002,1650659930488,1650659816018,debug5RyzX:debugj7ObN,1
726,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,scaur,13,2,1,1,6.104,120.574,0.24000000000000002,1650659936592,1650659816018,debug5RyzX:debugj7ObN,1
727,TEST,4652845,6,2,TIME,0.004,0.0,15,0,0,sugar,sugar,14,1,1,1,12.846,133.42,0.24000000000000002,1650659949438,1650659816018,debug5RyzX:debugj7ObN,1
728,TEST,4652845,6,3,TIME,0.004,0.0,15,0,0,early,about,1,14,2315,369,3.25,3.25,0.34,1650659957687,1650659954437,debug5RyzX:debugj7ObN,1
729,TEST,4652845,6,3,TIME,0.004,0.0,15,0,0,early,canoe,2,13,369,22,2.631,5.881,0.34,1650659960318,1650659954437,debug5RyzX:debugj7ObN,1
730,TEST,4652845,6,3,TIME,0.004,0.0,15,0,0,early,slice,3,12,22,7,5.334,11.215,0.34,1650659965652,1650659954437,debug5RyzX:debugj7ObN,1
731,TEST,4652845,6,3,TIME,0.004,0.0,15,0,0,early,seals,4,11,7,1,23.079,34.294,0.34,1650659988731,1650659954437,debug5RyzX:debugj7ObN,1
732,TEST,4652845,6,3,TIME,0.004,0.0,15,0,0,early,barge,5,10,1,1,49.058,83.352,0.34,1650660037789,1650659954437,debug5RyzX:debugj7ObN,1
